Rtg.,Vwrs.,Game,Conf.,Time,Net,Away,Home,Notes
8.5,13.59M,,,3:30 PM,CBS,Alabama,Texas A&M,
3.0,4.79M,,,8:00 PM,ABC,Notre Dame,Purdue,
2.7,4.19M,,,12:00 PM,ABC,UCLA,Nebraska,
2.0,3.25M,,,7:00 PM,FOX,Ohio State,Cal,
2.0,3.16M,,,3:30 PM,ABC,Tennessee,Oregon,
1.6,2.53M,,,10:30 PM,ESPN,Wisconsin,Arizona State,
1.5,2.28M,,,12:00 PM,ESPN,Louisville,Kentucky,
1.2,1.88M,,,7:00 PM,ESPN,Vanderbilt,South Carolina,
1.1,1.86M,,,7:00 PM,ESPN2,Mississippi St.,Auburn,
0.7,1.07M,,,3:30 PM,ESPN,Nevada,FSU,
0.6,1.03M,,,12:00 PM,ESPN2,Tulsa,Oklahoma,
0.3,601K,,,7:00 PM,ESPNU,Kent State,LSU,
0.3,567K,,,6:00 PM,FS1,Iowa,Iowa State,
0.3,396K,,,10:00 PM,FS1,Oregon State,Utah,
0.3,347K,,,12:00 PM,FS1,Virginia Tech,ECU,
0.1,195K,,,12:00 PM,ESPNU,Bowling Green,Indiana,
0.1,161K,,,3:30 PM,ESPNU,Georgia Tech,Duke,
0.1,86K,,,8:00 PM,ESPNEWS,Marshall,Ohio,
"Thursday, September 19","Thursday, September 19",,,"Thursday, September 19","Thursday, September 19","Thursday, September 19","Thursday, September 19",
1.7,2.60M,,,7:30 PM,ESPN,Clemson,N.C. State,
"Friday, September 20","Friday, September 20",,,"Friday, September 20","Friday, September 20","Friday, September 20","Friday, September 20",
1.4,2.12M,,,9:00 PM,ESPN,Boise State,Fresno State,
"Saturday, September 21","Saturday, September 21",,,"Saturday, September 21","Saturday, September 21","Saturday, September 21","Saturday, September 21",
3.5,5.73M,,,8:00 PM,ABC,Michigan,UConn,
3.5,5.73M,,,8:00 PM,ABC,Kansas State,Texas,
3.2,4.79M,,,3:30 PM,NBC,Michigan State,Notre Dame,
2.8,N/A,,,3:30 PM,CBS,Tennessee,Florida,
2.2,3.80M,,,7:45 PM,ESPN,Auburn,LSU,
1.9,2.78M,,,3:30 PM,ABC,Purdue,Wisconsin,
1.9,2.78M,,,3:30 PM,ABC,Utah State,USC,
1.7,2.33M,,,12:00 PM,ESPN,North Carolina,Georgia Tech,
1.6,2.78M,,,7:00 PM,ESPN2,Colorado State,Alabama,
1.2,1.89M,,,7:00 PM,FOX,Arizona State,Stanford,
1.1,1.62M,,,3:30 PM,ESPN,Arkansas,Rutgers,
0.8,1.26M,,,10:15 PM,ESPN2,Utah,BYU,
0.5,809K,,,7:00 PM,ESPNU,SMU,Texas A&M,
0.5,738K,,,12:00 PM,ESPNU,Marshall,Va. Tech,
0.5,638K,,,12:00 PM,ESPN2,San Jose State,Minnesota,
0.4,599K,,,3:30 PM,ESPNU,West Virginia,Maryland,
0.3,415K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.2,289K,,,12:00 PM,FS1,La. Tech,Kansas,
0.2,271K,,,10:15 PM,ESPNU,Wyoming,Air Force,
0.1,174K,,,12:00 PM,ESPNEWS,Vanderbilt,UMass,
0.1,159K,,,4:00 PM,FS1,UL-Monroe,Baylor,
"Thursday, September 26","Thursday, September 26",,,"Thursday, September 26","Thursday, September 26","Thursday, September 26","Thursday, September 26",
1.5,2.31M,,,7:30 PM,ESPN,Va. Tech,Ga. Tech,
0.2,244K,,,7:30 PM,FS1,Iowa State,Tulsa,
0.0,60K,,,7:30 PM,ESPNU,Howard,N.C. A&T,
"Friday, September 27","Friday, September 27",,,"Friday, September 27","Friday, September 27","Friday, September 27","Friday, September 27",
0.6,838K,,,9:00 PM,ESPN,Utah State,San Jose State,
0.2,313K,,,9:00 PM,ESPNU,Mid. Tennessee,BYU,
"Saturday, September 28","Saturday, September 28",,,"Saturday, September 28","Saturday, September 28","Saturday, September 28","Saturday, September 28",
4.6,7.39M,,,3:30 PM,CBS,LSU,Georgia,
4.0,6.75M,,,8:00 PM,ABC,Wisconsin,Ohio State,
2.6,3.89M,,,3:30 PM,NBC,Oklahoma,Notre Dame,
2.3,4.02M,,,6:30 PM,ESPN,Mississippi,Alabama,
2.2,3.20M,,,12:00 PM,ABC,South Carolina,UCF,
1.9,2.79M,,,12:00 PM,ESPN,Oklahoma,West Virginia,
1.9,2.92M,,,3:30 PM,ABC,Iowa,Minnesota,
1.9,2.92M,,,3:30 PM,ABC,FSU,Boston College,
1.7,2.76M,,,7:00 PM,ESPN2,Texas A&M,Arkansas,
1.2,1.85M,,,10:00 PM,ESPN,Stanford,Washington State,
1.1,1.82M,,,7:00 PM,FOX,Arizona,Washington,
1.0,1.56M,,,10:30 PM,ESPN2,USC,Arizona State,
0.5,950K,,,7:00 PM,ESPNU,Florida,Kentucky,
0.4,501K,,,12:00 PM,ESPN2,Northern Illinois,Purdue,
0.3,460K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.3,374K,,,12:00 PM,ESPNU,Miami,USF,
0.2,362K,,,3:30 PM,ESPNU,Wake Forest,Clemson,
0.2,329K,,,10:15 PM,ESPNU,Southern Miss,Boise State,
0.2,263K,,,12:00 PM,FS1,SMU,TCU,
0.1,152K,,,2:00 PM,ESPNEWS,Navy,Western Kentucky,
0.1,129K,,,5:00 PM*,FS1,Army,La. Tech,
0.1,107K,,,6:15 PM*,FS1,Army,La. Tech,
"Thursday, October 3","Thursday, October 3",,,"Thursday, October 3","Thursday, October 3","Thursday, October 3","Thursday, October 3",
1.5,2.40M,,,7:30 PM,ESPN,Texas,Iowa State,
0.3,596K,,,10:00 PM,FS1,UCLA,Utah,
0.1,81K,,,7:30 PM,ESPNU,W. Kentucky,UL-Monroe,
"Friday, October 4","Friday, October 4",,,"Friday, October 4","Friday, October 4","Friday, October 4","Friday, October 4",
0.6,913K,,,9:00 PM,ESPN,Nevada,San Diego State,
"Saturday, October 5","Saturday, October 5",,,"Saturday, October 5","Saturday, October 5","Saturday, October 5","Saturday, October 5",
4.4,7.36M,,,8:00 PM,ABC,Ohio State,Northwestern,
3.5,5.61M,,,3:30 PM,CBS,Georgia,Tennessee,
2.9,4.42M,,,3:30 PM,ABC,Minnesota,Michigan,
2.9,4.42M,,,3:30 PM,ABC,Clemson,Syracuse,
2.9,4.42M,,,3:30 PM,ABC,Kansas State,Oklahoma State,
2.3,3.68M,,,7:30 PM,NBC,Arizona State,Notre Dame,
1.6,2.57M,,,10:30 PM,ESPN,Washington,Stanford,
1.5,2.29M,,,12:00 PM,ESPN,Maryland,FSU,
1.3,2.24M,,,7:00 PM,ESPN,LSU,Mississippi State,
1.2,2.02M,,,7:00 PM,FOX,TCU,Oklahoma,
1.0,1.49M,,,12:00 PM,ESPN2,Michigan State,Iowa,
1.0,1.39M,,,11:30 AM,CBS,Air Force,Navy,
0.9,1.55M,,,7:00 PM,ESPN2,Arkansas,Florida,
0.7,1.03M,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.6,857K,,,3:30 PM,ESPNU,Georgia Tech,Miami,
0.5,943K,,,7:00 PM,ESPNU,Mississippi,Auburn,
0.4,781K,,,12:00 PM,ESPNU,Illinois,Nebraska,
0.3,539K,,,8:00 PM,FS1,West Virginia,Baylor,
0.3,471K,,,12:00 PM,FS1,Texas Tech,Kansas,
0.2,358K,,,4:00 PM,FS1,Washington State,Cal,
0.1,241K,,,12:00 PM,ESPNEWS,Rutgers,SMU,
"Thursday, October 10","Thursday, October 10",,,"Thursday, October 10","Thursday, October 10","Thursday, October 10","Thursday, October 10",
1.2,1.66M,,,7:30 PM,ESPN,Rutgers,Louisville,
0.3,535K,,,10:30 PM,FS1,Arizona,USC,
"Friday, October 11","Friday, October 11",,,"Friday, October 11","Friday, October 11","Friday, October 11","Friday, October 11",
0.6,872K,,,8:30 PM,ESPN,Temple,Cincinnati,
"Saturday, October 12","Saturday, October 12",,,"Saturday, October 12","Saturday, October 12","Saturday, October 12","Saturday, October 12",
3.2,5.11M,,,9:18 PM^,ESPN,Texas A&M,Mississippi,
3.1,5.02M,,,3:30 PM,CBS,Florida,LSU,
3.0,4.71M,,,12:00 PM,ABC,Oklahoma,Texas,
2.6,4.04M,,,5:00 PM,ESPN,Michigan,Penn State,
2.4,3.46M,,,3:30 PM,ABC,Boston College,Clemson,
2.4,3.46M,,,3:30 PM,ABC,Northwestern,Wisconsin,
2.1,3.01M,,,12:00 PM,ESPN,Missouri,Georgia,
1.5,2.56M,,,7:00 PM,ESPN2,Alabama,Kentucky,
1.0,1.77M,,,4:00 PM,FS1,Oregon,Washington,
0.9,1.40M,,,3:30 PM,FOX,Baylor,Kansas State,
0.7,966K,,,10:30 PM,ESPN2,Cal,UCLA,
0.6,958K,,,12:00 PM,ESPN2,Indiana,Michigan State,
0.4,513K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.3,550K,,,8:30 PM^,ESPNEWS,Texas A&M,Mississippi,
0.3,493K,,,10:30 PM,ESPNU,Oregon State,Washington State,
0.3,442K,,,12:00 PM,FS1,Iowa State,Texas Tech,
0.2,388K,,,12:00 PM,ESPNU,Pittsburgh,Virginia Tech,
0.2,358K,,,7:00 PM,ESPNU,Georgia Tech,BYU,
0.2,353K,,,3:30 PM,ESPNU,Virginia,Maryland,
0.1,148K,,,8:00 PM,FS1,Tulsa,UTEP,
0.1,79K,,,12:00 PM,ESPNEWS,Memphis,Houston,
"Tuesday, October 15","Tuesday, October 15",,,"Tuesday, October 15","Tuesday, October 15","Tuesday, October 15","Tuesday, October 15",
0.3,456K,,,8:00 PM,ESPN2,UL-Lafayette,W. Kentucky,
"Thursday, October 17","Thursday, October 17",,,"Thursday, October 17","Thursday, October 17","Thursday, October 17","Thursday, October 17",
1.4,2.18M,,,7:30 PM,ESPN,Miami,North Carolina,
"Friday, October 18","Friday, October 18",,,"Friday, October 18","Friday, October 18","Friday, October 18","Friday, October 18",
1.5,2.22M,,,8:00 PM,ESPN,UCF,Louisville,
"Saturday, October 19","Saturday, October 19",,,"Saturday, October 19","Saturday, October 19","Saturday, October 19","Saturday, October 19",
4.2,6.73M,,,3:30 PM,CBS,Auburn,Texas A&M,
3.4,5.68M,,,8:00 PM,ABC,FSU,Clemson,
3.4,5.34M,,,3:30 PM,ABC,Iowa,Ohio State,
3.4,5.34M,,,3:30 PM,ABC,UCLA,Stanford,
2.3,3.37M,,,12:00 PM,ESPN,South Carolina,Tennessee,
2.2,3.46M,,,7:30 PM,NBC,USC,Notre Dame,
1.5,2.60M,,,7:00 PM,ESPN2,LSU,Mississippi,
1.5,2.40M,,,12:00 PM,CBS,Georgia,Vanderbilt,
1.4,2.33M,,,7:00 PM,ESPN,Arkansas,Alabama,
1.3,1.96M,,,3:30 PM,ESPN,Oklahoma,Kansas,
0.9,1.18M,,,12:00 PM,FOX,TCU,Oklahoma State,
0.7,946K,,,10:30 PM,ESPN2,Oregon State,Cal,
0.6,1.14M,,,10:00 PM,FS1,Washington State,Oregon,
0.6,921K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.6,821K,,,12:00 PM,ESPN2,Minnesota,Northwestern,
0.5,770K,,,12:00 PM,FS1,Texas Tech,West Virginia,
0.1,221K,,,7:00 PM,ESPNU,Iowa State,Baylor,
0.1,205K,,,3:30 PM,ESPNEWS,BYU,Houston,
0.1,179K,,,3:30 PM,ESPNU,Maryland,Wake Forest,
0.1,171K,,,12:00 PM,ESPNEWS,Navy,Toledo,
0.0,56K,,,12:00 PM,ESPNU,UConn,Cincinnati,
"Tuesday, October 22","Tuesday, October 22",,,"Tuesday, October 22","Tuesday, October 22","Tuesday, October 22","Tuesday, October 22",
0.5,767K,,,8:00 PM,ESPN2,UL-Lafayette,Arkansas State,
"Thursday, October 24","Thursday, October 24",,,"Thursday, October 24","Thursday, October 24","Thursday, October 24","Thursday, October 24",
0.9,1.33M,,,7:30 PM,ESPN,Kentucky,Mississippi State,
0.1,91K,,,7:30 PM,FS1,Marshall,Midd. Tennessee,
"Friday, October 25","Friday, October 25",,,"Friday, October 25","Friday, October 25","Friday, October 25","Friday, October 25",
1.2,1.97M,,,8:00 PM,ESPN,Boise State,BYU,
"Saturday, October 26","Saturday, October 26",,,"Saturday, October 26","Saturday, October 26","Saturday, October 26","Saturday, October 26",
2.6,4.03M,,,3:30 PM,CBS,Tennessee,Alabama,
2.5,4.06M,,,8:00 PM,ABC,Penn State,Ohio State,
2.4,3.80M,,,4:45 PM**,FOX,Texas Tech,Oklahoma,
2.3,3.67M,,,7:00 PM,ESPN,UCLA,Oregon,
2.2,3.33M,,,3:30 PM,ABC,N.C. State,FSU,
2.2,3.33M,,,3:30 PM,ABC,Michigan State,Illinois,
2.0,3.13M,,,12:00 PM,ESPN,Nebraska,Minnesota,
1.8,3.05M,,,7:00 PM,ESPN2,South Carolina,Missouri,
1.5,2.33M,,,3:30 PM,ESPN,Clemson,Maryland,
1.5,2.23M,,,10:30 PM,ESPN,Stanford,Oregon State,
1.0,1.50M,,,7:30 PM**,Fox News,Texas Tech,Oklahoma,
0.6,885K,,,12:00 PM,ESPNU,Wake Forest,Miami,
0.5,749K,,,11:00 PM^,ESPN2,Fresno State,San Diego State,
0.4,676K,,,7:30 PM*,FS1,Texas,TCU,
0.5,605K,,,12:00 PM,ESPN2,Louisville,USF,
0.3,525K,,,3:30 PM,ESPNU,Duke,Va. Tech,
0.3,493K,,,3:45 PM,FS1,West Va.,Kansas State,
0.4,458K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.2,399K,,,11:00 PM,FS1,Cal,Washington,
0.1,212K,,,7:00 PM,ESPNU,Baylor,Kansas,
0.1,172K,,,10:30 PM^,ESPNEWS,Fresno State,San Diego State,
0.1,167K,,,12:00 PM,ESPNEWS,Houston,Rutgers,
0.1,108K,,,11:53 PM*,FS2,Texas,TCU,
"Wednesday, October 30","Wednesday, October 30",,,"Wednesday, October 30","Wednesday, October 30","Wednesday, October 30","Wednesday, October 30",
0.3,437K,,,8:00 PM,ESPN2,Cincinnati,Memphis,
"Thursday, October 31","Thursday, October 31",,,"Thursday, October 31","Thursday, October 31","Thursday, October 31","Thursday, October 31",
0.8,1.13M,,,7:00 PM,ESPN,USF,Houston,
0.6,896K,,,10:30 PM,ESPN,Arizona State,Washington State,
0.1,108K,,,7:30 PM,FS1,Rice,North Texas,
0.1,73K,,,7:30 PM,ESPNU,UL-Monroe,Troy,
"Friday, November 1","Friday, November 1",,,"Friday, November 1","Friday, November 1","Friday, November 1","Friday, November 1",
1.2,1.77M,,,9:00 PM,ESPN,USC,Oregon State,
"Saturday, November 2","Saturday, November 2",,,"Saturday, November 2","Saturday, November 2","Saturday, November 2","Saturday, November 2",
5.1,8.35M,,,8:00 PM,ABC,Miami,FSU,
3.3,5.17M,,,3:30 PM,ABC,Michigan,Michigan State,
3.1,4.92M,,,3:30 PM,CBS,Georgia,Florida,
2.3,3.52M,,,12:00 PM,ABC,Virginia Tech,Boston College,
2.3,3.52M,,,12:00 PM,ABC,Wisconsin,Iowa,
1.7,2.56M,,,3:30 PM,NBC,Navy,Notre Dame,
1.4,2.39M,,,7:00 PM,FOX,Oklahoma State,Texas Tech,
1.4,2.28M,,,7:00 PM,ESPN,Tennessee,Missouri,
1.4,2.02M,,,12:00 PM,ESPN,Illnois,Penn State,
1.0,1.69M,,,6:00 PM,ESPN2,Auburn,Arkansas,
0.9,1.24M,,,3:30 PM,ESPN,Clemson,Virginia,
0.7,1.12M,,,9:00 PM,ESPN2,UTEP,Texas A&M,
0.5,820K,,,12:00 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.3,484K,,,3:30 PM,ESPNU,West Virginia,TCU,
0.2,470K,,,10:30 PM,ESPNU,Nevada,Fresno State,
0.2,371K,,,3:30 PM,FS1,Iowa State,Kansas State,
0.2,362K,,,7:00 PM,ESPNU,Pittsburgh,Georgia Tech,
0.2,338K,,,7:30 PM,FS1,Colorado,UCLA,
0.2,331K,,,12:00 PM,ESPNU,Army,Air Force,
"Tuesday, November 5","Tuesday, November 5",,,"Tuesday, November 5","Tuesday, November 5","Tuesday, November 5","Tuesday, November 5",
0.4,559K,,,8:00 PM,ESPN2,Ohio,Buffalo,
0.1,167K,,,8:00 PM,ESPNU,Bowling Green,Miami (OH),
"Wednesday, November 6","Wednesday, November 6",,,"Wednesday, November 6","Wednesday, November 6","Wednesday, November 6","Wednesday, November 6",
0.4,592K,,,8:00 PM,ESPN2,Cent. Michigan,Ball State,
"Thursday, November 7","Thursday, November 7",,,"Thursday, November 7","Thursday, November 7","Thursday, November 7","Thursday, November 7",
3.6,5.73M,,,9:00 PM,ESPN,Oregon,Stanford,
1.3,2.11M,,,7:30 PM,FS1,Oklahoma,Baylor,
0.1,101K,,,7:30 PM,ESPNU,Troy,UL-Lafayette,
"Friday, November 8","Friday, November 8",,,"Friday, November 8","Friday, November 8","Friday, November 8","Friday, November 8",
0.7,1.04M,,,8:30 PM,ESPN2,Louisville,Connecticut,
0.2,253K,,,9:00 PM,ESPNU,Air Force,New Mexico,
"Saturday, November 9","Saturday, November 9",,,"Saturday, November 9","Saturday, November 9","Saturday, November 9","Saturday, November 9",
6.9,11.90M,,,8:00 PM,CBS,LSU,Alabama,
3.1,4.76M,,,3:30 PM,ABC,Nebraska,Michigan,
2.9,4.53M,,,3:30 PM,CBS,Mississippi State,Texas A&M,
2.0,3.03M,,,8:00 PM,ABC,Notre Dame,Pittsburgh,
1.8,2.77M,,,12:00 PM,ESPN,Auburn,Tennessee,
1.8,2.60M,,,12:00 PM,ABC,Florida State,Wake Forest,
1.8,2.60M,,,12:00 PM,ABC,Kansas State,Texas Tech,
1.5,2.65M,,,7:00 PM,FOX,Texas,West Virginia,
1.3,2.18M,,,3:30 PM,ESPN,BYU,Wisconsin,
1.2,1.99M,,,7:00 PM,ESPN,Virginia Tech,Miami,
1.0,1.51M,,,10:31 PM*,ESPN,UCLA,Arizona,
1.0,1.41M,,,12:00 PM,ESPN2,Penn State,Minnesota,
0.7,1.03M,,,3:00 PM,FOX,USC,Cal,
0.4,587K,,,12:00 PM,ESPNU,Missouri,Kentucky,
0.3,567K,,,10:26 PM,ESPN2,Fresno State,Wyoming,
0.3,431K,,,7:00 PM,ESPN2,Houston,UCF,
0.3,411K,,,4:00 PM,ESPNU,N.C. State,Duke,
0.2,302K,,,4:00 PM,FS1,Kansas,Oklahoma State,
0.1,126K,,,10:09 PM*,ESPNEWS,UCLA,Arizona,
0.0,75K,,,8:00 PM,ESPNU,Utah State,UNLV,
"Tuesday, November 12","Tuesday, November 12",,,"Tuesday, November 12","Tuesday, November 12","Tuesday, November 12","Tuesday, November 12",
0.1,182K,,,7:30 PM,ESPNU,Buffalo,Toledo,
"Wednesday, November 13","Wednesday, November 13",,,"Wednesday, November 13","Wednesday, November 13","Wednesday, November 13","Wednesday, November 13",
0.7,1.04M,,,8:00 PM,ESPN2,Ball State,N. Illinois,
0.1,147K,,,8:00 PM,ESPNU,Miami (OH),Kent State,
"Thursday, November 14","Thursday, November 14",,,"Thursday, November 14","Thursday, November 14","Thursday, November 14","Thursday, November 14",
1.4,2.06M,,,7:30 PM,ESPN,Ga. Tech,Clemson,
0.1,155K,,,7:30 PM,FS1,Marshall,Tulsa,
"Friday, November 15","Friday, November 15",,,"Friday, November 15","Friday, November 15","Friday, November 15","Friday, November 15",
1.1,1.74M,,,9:00 PM,ESPN2,Washington,UCLA,
"Saturday, November 16","Saturday, November 16",,,"Saturday, November 16","Saturday, November 16","Saturday, November 16","Saturday, November 16",
3.4,5.32M,,,3:30 PM,CBS,Georgia,Auburn,
3.2,5.01M,,,8:00 PM,ABC,Stanford,USC,
2.8,4.41M,,,3:30 PM,ABC,Syracuse,Florida State,
2.8,4.41M,,,3:30 PM,ABC,Michigan State,Nebraska,
2.7,4.49M,,,7:45 PM,ESPN,Alabama,Mississippi State,
2.1,2.89M,,,12:00 PM,ESPN,Ohio State,Illinois,
1.8,3.08M,,,7:00 PM,FOX,Texas Tech,Baylor,
1.4,2.19M,,,3:30 PM,FOX,Oklahoma State,Texas,
1.3,2.31M,,,7:00 PM,ESPN2,Florida,South Carolina,
0.8,1.20M,,,12:00 PM,ESPN2,Indiana,Wisconsin,
0.6,798K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.5,735K,,,12:00 PM,FS1,Iowa State,Oklahoma,
0.4,747K,,,4:00 PM,FS1,Utah,Oregon,
0.4,634K,,,3:30 PM,ESPNU,Miami,Duke,
0.4,603K,,,10:15 PM,ESPN2,Wyoming,Boise State,
0.2,348K,,,7:00 PM,ESPNU,Houston,Louisville,
0.2,271K,,,12:00 PM,ESPNU,Troy,Mississippi,
0.1,155K,,,12:00 PM,ESPNEWS,Cincinnati,Rutgers,
0.1,123K,,,10:30 PM,ESPNU,San Jose State,Nevada,
"Tuesday, November 19","Tuesday, November 19",,,"Tuesday, November 19","Tuesday, November 19","Tuesday, November 19","Tuesday, November 19",
0.3,435K,,,8:00 PM,ESPN2,Kent State,Ohio,
0.1,130K,,,8:00 PM,ESPNU,Buffalo,Miami (OH),
"Wednesday, November 20","Wednesday, November 20",,,"Wednesday, November 20","Wednesday, November 20","Wednesday, November 20","Wednesday, November 20",
0.7,1.05M,,,8:00 PM,ESPN2,N. Illinois,Toledo,
"Thursday, November 21","Thursday, November 21",,,"Thursday, November 21","Thursday, November 21","Thursday, November 21","Thursday, November 21",
0.7,972K,,,7:30 PM,ESPN,Rutgers,UCF,
0.1,117K,,,9:52 PM*,ESPNU,UNLV,New Mexico,
0.0,83K,,,9:39 PM*,ESPNEWS,UNLV,New Mexico,
0.1,79K,,,7:30 PM,FS1,Rice,UAB,
"Friday, November 22","Friday, November 22",,,"Friday, November 22","Friday, November 22","Friday, November 22","Friday, November 22",
0.5,680K,,,9:30 PM,ESPN2,Navy,San Jose State,
"Saturday, November 23","Saturday, November 23",,,"Saturday, November 23","Saturday, November 23","Saturday, November 23","Saturday, November 23",
4.7,7.51M,,,3:30 PM,CBS,Texas A&M,LSU,
4.0,6.62M,,,8:00 PM,ABC,Baylor,Oklahoma State,
2.7,4.03M,,,3:30 PM,ABC,Indiana,Ohio State,
2.7,4.03M,,,3:30 PM,ABC,Oregon,Arizona,
1.8,2.54M,,,12:00 PM,ESPN,Michigan State,Northwestern,
1.7,2.64M,,,7:00 PM,FOX,Arizona State,UCLA,
1.5,2.42M,,,7:45 PM,ESPN,Missouri,Mississippi,
1.5,2.29M,,,3:30 PM,NBC,BYU,Notre Dame,
1.2,1.81M,,,3:30 PM,ESPN,Wisconsin,Minnesota,
0.8,1.46M,,,7:00 PM,ESPN2,Vanderbilt,Tennessee,
0.7,1.07M,,,12:00 PM,FS1,Oklahoma,Kansas State,
0.5,953K,,,7:00 PM,ESPNU,Kentucky,Georgia,
0.6,933K,,,10:30 PM,ESPN2,Washington,Oregon State,
0.5,799K,,,3:30 PM,ESPN2,Reverse mirror of ABC window,Reverse mirror of ABC window,
0.5,737K,,,12:00 PM,ESPN2,Duke,Wake Forest,
0.4,631K,,,3:30 PM,ESPNU,Idaho,FSU,
0.4,542K,,,12:00 PM,ESPNU,Virginia,Miami,
0.2,352K,,,8:00 PM,FS1,Kansas,Iowa State,
0.2,283K,,,12:00 PM,ESPNEWS,Cincinnati,Houston,
0.2,225K,,,4:00 PM,FS1,Cal,Stanford,
0.1,80K,,,4:00 PM,ESPNEWS,New Mexico,Fresno State,
"Tuesday, November 26","Tuesday, November 26",,,"Tuesday, November 26","Tuesday, November 26","Tuesday, November 26","Tuesday, November 26",
0.6,881K,,,7:00 PM,ESPN2,W. Michigan,N. Illinois,
"Thursday, November 28 (Thanksgiving)","Thursday, November 28 (Thanksgiving)",,,"Thursday, November 28 (Thanksgiving)","Thursday, November 28 (Thanksgiving)","Thursday, November 28 (Thanksgiving)","Thursday, November 28 (Thanksgiving)",
0.9,1.64M,,,7:30 PM,ESPN,Mississippi,Mississippi State,
0.5,1.03M,,,7:30 PM,FS1,Texas Tech,Texas,
"Friday, November 29","Friday, November 29",,,"Friday, November 29","Friday, November 29","Friday, November 29","Friday, November 29",
3.1,4.96M,,,2:30 PM,CBS,Arkansas,LSU,
2.5,3.98M,,,12:00 PM,ABC,Iowa,Nebraska,
1.4,2.12M,,,3:30 PM,ABC,Miami,Pittsburgh,
1.3,2.18M,,,7:00 PM,FS1,Oregon State,Oregon,
1.1,1.72M,,,3:30 PM,FOX,Washington State,Washington,
0.8,1.22M,,,9:08 PM*,ESPN,USF,UCF,
0.2,325K,,,12:00 PM,ESPN2,SMU,Houston,
0.2,297K,,,8:14 PM*,ESPNEWS,USF,UCF,
0.1,168K,,,1:30 PM,ESPNU,Bowling Green,Buffalo,
0.0,46K,,,3:00 PM,FS1,FIU,FAU,
"Saturday, November 30","Saturday, November 30",,,"Saturday, November 30","Saturday, November 30","Saturday, November 30","Saturday, November 30",
8.2,13.78M,,,3:30 PM,CBS,Alabama,Auburn,
5.8,9.50M,,,12:00 PM,ABC,Ohio State,Michigan,
3.4,5.72M,,,7:45 PM,ESPN,Texas A&M,Missouri,
2.2,3.53M,,,3:30 PM,ABC,Georgia,Georgia Tech,
2.1,3.45M,,,8:00 PM,ABC,UCLA,USC,
2.0,3.33M,,,7:00 PM,FOX,Notre Dame,Stanford,
2.0,3.15M,,,12:00 PM,ESPN,Florida State,Florida,
1.6,3.14M,,,7:25 PM*,ESPN2,Clemson,South Carolina,
1.3,2.22M,,,3:30 PM,ESPN,Penn State,Wisconsin,
0.5,818K,,,12:00 PM,ESPN2,Duke,UNC,
0.5,620K,,,2:30 PM,NBC,Southern,Grambling,
0.4,636K,,,3:30 PM,ESPN2,Baylor,TCU,
0.4,607K,,,7:00 PM,ESPNU,Tennessee,Kentucky,
0.3,453K,,,10:33 PM*,ESPN2,New Mexico,Boise State,
0.2,464K,,,4:00 PM,FS1,Iowa State,West Virginia,
0.2,367K,,,3:30 PM,ESPNU,Va. Tech,Virginia,
0.2,366K,,,12:00 PM,FS1,Kansas State,Kansas,
0.2,349K,,,7:05 PM*,ESPNEWS,Clemson,South Carolina,
0.1,203K,,,10:30 PM,ESPNU,San Diego State,UNLV,
0.1,141K,,,10:20 PM*,ESPNEWS,New Mexico,Boise State,
0.1,92K,,,12:00 PM,ESPNU,Rutgers,UConn,
0.0,13K,,,12:00 PM,ESPNEWS,Temple,Memphis,
"Thursday, December 5","Thursday, December 5",,,"Thursday, December 5","Thursday, December 5","Thursday, December 5","Thursday, December 5","Thursday, December 5"
1.1,1.57M,,,7:30 PM,ESPN,Louisville,Cincinnati,""
"Friday, December 6","Friday, December 6",,,"Friday, December 6","Friday, December 6","Friday, December 6","Friday, December 6","Friday, December 6"
1.2,1.87M,,,8:00 PM,ESPN2,Bowling Green,Northern Illinois,MAC Champ.
"Saturday, December 7","Saturday, December 7",,,"Saturday, December 7","Saturday, December 7","Saturday, December 7","Saturday, December 7","Saturday, December 7"
8.6,14.35M,,,4:00 PM,CBS,Missouri,Auburn,SEC Champ.
7.9,13.90M,,,8:00 PM,FOX,Michigan State,Ohio State,Big Ten Champ.
4.7,7.28M,,,12:00 PM,ABC,Oklahoma,Oklahoma State,""
3.4,5.66M,,,8:00 PM,ABC,Duke,FSU,ACC Champ.
2.3,3.76M,,,3:30 PM,FOX,Texas,Baylor,""
1.1,1.70M,,,10:00 PM,CBS,Utah State,Fresno State,MWC Champ.
0.9,1.45M,,,7:45 PM,ESPN,Arizona State,Stanford,Pac-12 Champ.
0.9,1.44M,,,12:00 PM,ESPN,UCF,SMU,""
